SELLER_POSTAL_CODE,SELLER_EMAIL,BUYER_NAME,BUYER_TAX_ID_TYPE,BUYER_TAX_ID,BUYER_BRANCH_CODE,BUYER_EMAIL
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,0,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
10330,eTaxInvoice.noreply.th@ttsystems.com,"Green Metals (Thailand) Co.,Ltd.",,2.45548E+11,1,pimpiporn@gmth.co.th; pennapa@gmth.co.th;linda@gmth.co.th;ekarat@gmth.co.th
